STN---,WBAN , YEARMODA,   TEMP, TEMP2 ,   DEWP, DEWP2 ,  SLP  , SLP2 ,  STP  , STP2 , VISIB, VISIB2 ,  WDSP,  WDSP2, MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT
726580,14922, 19980616,   70.9,24,   60.3,24, 1004.0,24,  974.3,24,   9.4,24,   4.7,24,  14.0, 999.9,   81.0*,  62.1*, 0.21G,999.9, 110010,
726580,14922, 19980617,   71.1,24,   62.6,24, 1011.2,24,  981.3,24,   9.5,24,   7.0,24,  15.0,  20.0,   81.0*,  61.0*, 0.01G,999.9, 010010,
726580,14922, 19980618,   73.1,24,   65.2,24, 1006.6,24,  977.0,24,   8.5,24,  12.3,24,  22.9,  34.0,   79.0*,  66.2*, 0.04G,999.9, 110010,
726580,14922, 19980619,   66.5,24,   60.0,24, 1001.4,24,  971.7,24,   9.9,24,  10.9,24,  17.1,  22.9,   75.9*,  60.1*, 0.80G,999.9, 010000,
726580,14922, 19980620,   70.0,24,   61.9,24, 1004.5,24,  974.7,24,   9.4,24,   6.9,24,  19.0,  35.0,   78.1*,  63.0*, 0.00G,999.9, 010010,
726580,14922, 19980621,   69.3,24,   59.1,24, 1009.1,24,  979.2,24,   9.9,24,   9.0,24,  13.0,  22.0,   78.1*,  59.0*, 0.30G,999.9, 000000,
726580,14922, 19980622,   69.9,24,   57.8,24, 1014.8,24,  984.8,24,   9.9,24,   6.3,24,  10.1,  15.9,   79.0*,  57.0*, 0.00G,999.9, 000000,
726580,14922, 19980623,   69.7,24,   60.2,24, 1015.8,24,  985.8,24,   9.9,24,   6.1,24,  11.1, 999.9,   78.1*,  59.0*, 0.00G,999.9, 010000,
726580,14922, 19980624,   74.3,24,   68.0,24, 1008.7,24,  979.0,24,   8.5,24,   7.9,24,  15.9, 999.9,   84.9*,  66.2*, 1.12G,999.9, 110010,
726580,14922, 19980625,   74.6,24,   67.5,24, 1005.4,24,  975.7,23,   9.7,24,  10.3,24,  26.0,  49.0,   84.0*,  66.0*, 0.36G,999.9, 010010,
726580,14922, 19980626,   74.5,24,   66.5,24, 1009.2,24,  979.4,23,   9.3,24,   5.9,24,  15.9,  20.0,   84.2*,  64.9*, 0.34G,999.9, 110010,
726580,14922, 19980627,   72.0,24,   66.4,24, 1006.5,23,  976.7,23,   9.0,24,  10.3,24,  38.1,  52.1,   82.0*,  64.0*, 2.54G,999.9, 110010,
726580,14922, 19980628,   72.9,24,   58.7,24, 1008.4,24,  978.6,24,   9.9,24,   9.9,24,  17.1,  25.1,   82.9*,  61.0*, 0.18G,999.9, 010010,
726580,14922, 19980629,   73.9,24,   57.2,24, 1008.9,24,  979.1,23,   9.9,24,   7.6,24,  14.0,  20.0,   82.9*,  63.0*, 0.00G,999.9, 000000,
726580,14922, 19980630,   71.8,24,   61.0,24, 1008.1,24,  978.3,24,   9.9,24,   8.1,24,  12.0,  22.0,   78.1*,  64.0*, 0.00G,999.9, 010000,
726580,14922, 19980701,   71.9,24,   61.1,24, 1014.9,24,  984.9,24,   9.8,24,   4.1,24,  12.0, 999.9,   82.4*,  59.0*, 0.04G,999.9, 010010,
726580,14922, 19980702,   72.7,24,   62.5,24, 1016.1,24,  986.1,24,   9.3,24,   3.2,24,   8.0, 999.9,   81.0*,  62.1*, 0.26G,999.9, 110000,
726580,14922, 19980703,   72.7,24,   67.7,24, 1013.2,24,  983.4,24,   7.6,24,   4.8,24,   8.9, 999.9,   80.1*,  66.2*, 0.24G,999.9, 110010,
726580,14922, 19980704,   69.3,24,   59.5,24, 1018.5,24,  988.4,24,   9.7,24,   8.9,24,  14.0,  20.0,   77.0*,  60.1*, 0.06G,999.9, 010000,
726580,14922, 19980705,   69.5,24,   59.4,24, 1018.2,24,  988.0,24,   9.9,24,   8.1,24,  14.0, 999.9,   75.9*,  62.1*, 0.00G,999.9, 000000,
726580,14922, 19980706,   72.1,24,   67.2,24, 1013.6,24,  983.7,24,   7.3,24,   5.3,24,  15.0, 999.9,   78.1*,  68.0*, 0.01G,999.9, 100000,
726580,14922, 19980707,   72.9,24,   65.8,24, 1013.3,24,  983.4,24,   9.5,24,   5.8,24,  14.0, 999.9,   82.0*,  66.0*, 0.00G,999.9, 100000,
726580,14922, 19980708,   73.2,24,   63.9,24, 1014.8,24,  984.8,24,   9.9,24,   4.6,24,   8.9, 999.9,   82.0*,  64.9*, 0.00G,999.9, 000000,
726580,14922, 19980709,   76.2,24,   64.0,24, 1016.1,24,  986.2,24,   9.9,24,   2.2,24,   8.0, 999.9,   84.9*,  66.0*, 0.00G,999.9, 000000,
726580,14922, 19980710,   76.3,24,   64.7,24, 1017.6,24,  987.7,24,   9.9,24,   4.7,24,   8.9, 999.9,   86.0*,  70.0*, 0.00G,999.9, 000000,
726580,14922, 19980711,   75.7,24,   66.4,24, 1018.1,24,  988.2,24,   8.2,24,   6.3,24,  12.0, 999.9,   84.0*,  66.9*, 0.00G,999.9, 100000,
726580,14922, 19980712,   76.9,24,   64.5,24, 1013.3,24,  983.5,24,   9.9,24,  10.0,24,  17.1,  23.9,   86.0*,  64.9*, 0.00G,999.9, 000000,
726580,14922, 19980713,   81.6,24,   71.3,24, 1010.2,24,  980.6,23,   6.8,24,   9.2,24,  14.0, 999.9,   93.0*,  72.0*, 0.01G,999.9, 100000,
726580,14922, 19980714,   83.6,24,   71.9,24, 1011.0,24,  981.4,24,   7.5,24,  10.1,24,  17.1,  22.9,   91.9*,  75.0*, 0.00D,999.9, 100000,
726580,14922, 19980715,   75.5,24,   65.1,24, 1013.8,24,  983.9,24,   8.3,24,   9.6,24,  23.9,  35.9,   87.1*,  64.4*, 1.69G,999.9, 110010,
726580,14922, 19980716,   73.4,24,   57.9,24, 1018.4,24,  988.3,24,   9.9,24,   7.2,24,  12.0,  14.0,   82.9*,  66.0*, 0.45G,999.9, 000000,
726580,14922, 19980717,   70.8,24,   54.6,24, 1017.6,24,  987.4,23,   9.9,24,   4.8,24,   8.9, 999.9,   80.1*,  61.0*, 0.04G,999.9, 010000,
726580,14922, 19980718,   72.4,24,   58.6,24, 1013.6,24,  983.6,24,   9.9,24,   4.5,24,  13.0, 999.9,   81.0*,  62.1*, 0.01G,999.9, 000000,
726580,14922, 19980719,   76.6,24,   66.3,24, 1008.8,24,  979.1,24,   9.7,24,   5.9,24,  15.0, 999.9,   87.1*,  66.2*, 0.27G,999.9, 110010,
726580,14922, 19980720,   77.0,24,   66.8,24, 1009.8,24,  980.1,24,   9.9,24,   5.8,24,  12.0, 999.9,   84.9*,  66.9*, 0.02G,999.9, 010000,
726580,14922, 19980721,   76.6,24,   64.3,24, 1008.9,24,  979.3,24,   9.9,24,   8.3,24,  13.0,  15.9,   82.0*,  70.0*, 0.00G,999.9, 000000,
726580,14922, 19980722,   72.1,24,   59.5,24, 1014.8,24,  984.7,23,   9.9,24,   7.4,24,  13.0,  18.1,   77.0*,  66.0*, 0.00G,999.9, 000000,
726580,14922, 19980723,   67.5,24,   48.4,24, 1016.2,24,  986.1,24,   9.9,24,   7.9,24,  15.0,  18.1,   73.9*,  55.0*, 0.00G,999.9, 000000,
726580,14922, 19980724,   67.5,24,   50.4,24, 1019.2,24,  989.0,24,   9.9,24,   5.1,24,  10.1, 999.9,   78.1*,  54.0*, 0.00G,999.9, 000000,
726580,14922, 19980725,   69.6,24,   53.9,24, 1021.1,24,  990.9,24,   9.8,24,   2.4,24,   8.9, 999.9,   80.1*,  57.0*, 0.00G,999.9, 000000,
726580,14922, 19980726,   72.1,24,   59.5,24, 1019.3,24,  989.2,24,   9.9,24,   7.1,24,  15.0,  22.9,   82.9*,  61.0*, 0.00G,999.9, 000000,
726580,14922, 19980727,   75.0,24,   61.2,24, 1013.5,24,  983.6,24,   9.0,24,   8.2,24,  17.1,  22.0,   84.0*,  62.1*, 0.01G,999.9, 110000,
726580,14922, 19980728,   74.2,24,   56.6,24, 1011.1,24,  981.3,24,   9.9,24,   9.3,24,  19.0,  22.0,   86.0*,  61.0*, 0.00G,999.9, 000000,
726580,14922, 19980729,   69.3,24,   53.2,24, 1015.7,24,  985.6,24,   9.9,24,   5.3,24,  14.0,  19.0,   81.0*,  57.9*, 0.00G,999.9, 000000,
726580,14922, 19980730,   68.9,24,   54.0,24, 1018.3,24,  988.1,24,   9.7,24,   7.0,24,  14.0,  16.9,   79.0*,  57.9*, 0.04G,999.9, 010000,
726580,14922, 19980731,   70.7,24,   52.5,24, 1023.8,24,  993.4,23,   9.9,24,   4.0,24,   8.9, 999.9,   80.1*,  61.0*, 0.00G,999.9, 000000,
726580,14922, 19980801,   71.8,24,   55.6,24, 1024.8,24,  994.5,23,   9.9,24,   6.2,24,  12.0,  15.9,   84.0*,  62.1*, 0.00G,999.9, 000000,
726580,14922, 19980802,   72.1,24,   59.0,24, 1021.2,24,  991.0,24,   9.9,24,   7.6,24,  13.0, 999.9,   79.0*,  62.1*, 0.00D,999.9, 000000,
726580,14922, 19980803,   65.7,24,   62.0,24, 1017.3,24,  987.2,24,   5.5,24,   9.9,24,  15.0,  22.0,   75.9*,  60.8*, 1.14G,999.9, 110010,
726580,14922, 19980804,   67.7,24,   60.1,24, 1018.6,24,  988.3,22,   8.5,24,   9.2,24,  13.0,  18.1,   73.9*,  64.0*, 0.00G,999.9, 000000,
726580,14922, 19980805,   71.4,24,   62.2,24, 1020.6,24,  990.4,24,   7.3,24,   8.3,24,  13.0, 999.9,   77.0*,  66.9*, 0.01G,999.9, 010000,
726580,14922, 19980806,   72.1,24,   61.6,24, 1018.0,24,  987.9,24,   9.6,24,  10.3,24,  15.9,  23.9,   81.0*,  66.0*, 0.02G,999.9, 010000,
726580,14922, 19980807,   70.5,24,   65.3,24, 1013.8,24,  983.9,24,   5.0,24,   6.8,24,  12.0, 999.9,   77.0*,  66.2*, 0.20G,999.9, 110000,
726580,14922, 19980808,   69.6,24,   65.0,24, 1015.1,24,  985.1,23,   7.4,24,   4.7,24,  18.1, 999.9,   79.0*,  61.0*, 0.35G,999.9, 110010,
726580,14922, 19980809,   75.2,24,   68.5,24, 1016.1,24,  986.1,24,   7.4,24,   4.4,24,   7.0, 999.9,   84.2*,  66.0*, 0.00G,999.9, 100000,
726580,14922, 19980810,   73.3,24,   61.9,24, 1017.0,24,  987.0,24,   8.1,24,   4.1,24,  19.0,  28.0,   84.9*,  61.0*, 0.17G,999.9, 110010,
726580,14922, 19980811,   73.4,24,   60.6,24, 1018.7,24,  988.6,24,   7.5,24,   4.7,24,  10.1, 999.9,   82.0*,  64.9*, 0.00G,999.9, 100000,
726580,14922, 19980812,   71.6,24,   60.4,24, 1021.7,24,  991.5,24,   7.4,24,   5.2,24,  11.1, 999.9,   79.0*,  64.9*, 0.00D,999.9, 100000,
726580,14922, 19980813,   71.3,24,   60.4,24, 1020.0,24,  989.9,23,   7.7,24,   5.1,24,   8.9, 999.9,   79.0*,  63.0*, 0.00D,999.9, 100000,
726580,14922, 19980814,   75.2,24,   65.0,24, 1013.4,24,  984.1,19,   7.4,24,   7.0,24,  15.0, 999.9,   86.0*,  64.9*, 0.00D,999.9, 100000,
726580,14922, 19980815,   70.2,24,   53.1,24, 1014.2,24,  984.6,18,   9.9,24,   6.7,24,  11.1, 999.9,   81.0*,  60.1*, 0.00C,999.9, 000000,
726580,14922, 19980816,   70.9,24,   62.4,24, 1012.8,24,  981.0, 6,   7.5,24,   9.3,24,  15.0, 999.9,   87.1*,  62.1*,99.99 ,999.9, 110000,
726580,14922, 19980817,   74.8,24,   69.5,24, 1011.2,24,  981.4,24,   5.9,24,   8.3,24,  13.0, 999.9,   80.1*,  71.6*, 0.33G,999.9, 110010,
726580,14922, 19980818,   67.2,24,   61.2,24, 1019.7,24,  989.5,23,   9.9,24,   9.7,24,  13.0, 999.9,   73.0*,  60.8*, 0.00G,999.9, 000000,
726580,14922, 19980819,   74.1,24,   67.0,24, 1018.7,24,  988.5,23,   8.9,24,  12.6,24,  17.1,  22.9,   88.0*,  69.1*, 0.00D,999.9, 000000,
726580,14922, 19980820,   76.9,24,   69.3,24, 1018.8,24,  988.8,24,   8.9,24,   6.0,24,  22.0,  34.0,   88.0*,  66.9*, 0.75G,999.9, 110010,
726580,14922, 19980821,   73.6,24,   60.1,24, 1022.9,24,  992.8,24,   9.9,24,   4.3,24,   8.9, 999.9,   82.9*,  63.0*, 0.00G,999.9, 000000,
726580,14922, 19980822,   71.9,24,   66.6,24, 1017.2,24,  987.1,24,   7.6,24,   6.8,24,  12.0, 999.9,   80.1*,  66.9*, 0.91D,999.9, 110010,
726580,14922, 19980823,   75.6,24,   67.3,24, 1006.9,24,  977.2,24,   8.0,24,   7.2,24,  22.9,  28.9,   84.9*,  68.0*, 0.97C,999.9, 110010,
726580,14922, 19980824,   72.4,24,   63.0,24, 1006.2,24,  976.5,24,   9.9,24,   4.7,24,   8.9, 999.9,   82.0*,  64.0*, 0.01D,999.9, 000000,
726580,14922, 19980825,   71.8,24,   59.6,24, 1011.4,24,  981.5,24,   9.9,24,   5.8,24,  13.0, 999.9,   80.1*,  60.1*, 0.00D,999.9, 000000,
726580,14922, 19980826,   72.0,24,   61.3,24, 1015.7,24,  985.6,23,   8.8,24,   4.9,24,  10.1, 999.9,   82.0*,  62.1*, 0.00D,999.9, 100000,
726580,14922, 19980827,   69.9,24,   64.0,24, 1014.6,24,  984.6,24,   8.3,24,   7.4,24,  15.0,  22.0,   78.1*,  64.0*, 0.07D,999.9, 110000,
726580,14922, 19980828,   73.5,24,   66.7,24, 1014.2,24,  984.3,23,   5.4,24,   4.3,24,  11.1, 999.9,   84.2*,  64.4*, 0.09D,999.9, 100000,
726580,14922, 19980829,   72.4,24,   58.2,24, 1015.0,24,  985.0,24,   9.8,24,   6.8,24,  14.0, 999.9,   80.1*,  59.0*, 0.00D,999.9, 100000,
726580,14922, 19980830,   67.8,24,   52.8,24, 1016.8,24,  986.6,24,   9.4,24,   2.2,24,   8.0, 999.9,   79.0*,  53.1*, 0.00D,999.9, 100000,
726580,14922, 19980831,   68.9,24,   56.2,24, 1018.3,24,  988.1,23,   9.7,24,   3.5,24,   7.0, 999.9,   77.0*,  57.0*, 0.00D,999.9, 000000,
726580,14922, 19980901,   67.3,24,   56.6,24, 1014.2,24,  984.1,24,   9.0,24,   7.2,24,  15.9, 999.9,   77.0*,  57.9*, 0.00D,999.9, 000000,
726580,14922, 19980902,   61.3,24,   46.5,24, 1011.1,24,  980.9,24,   8.4,24,   3.8,24,   8.9, 999.9,   73.0*,  46.9*, 0.00G,999.9, 000000,
726580,14922, 19980903,   67.0,24,   50.8,24, 1007.5,24,  977.6,24,   9.9,24,   5.6,24,   8.0,  15.0,   79.0*,  57.9*, 0.00G,999.9, 000000,
726580,14922, 19980904,   69.2,24,   55.1,24, 1013.4,24,  983.3,24,   8.9,24,   2.9,24,   8.9, 999.9,   82.9*,  53.1*, 0.00G,999.9, 100000,
726580,14922, 19980905,   74.1,24,   62.1,24, 1014.0,24,  984.1,24,   9.7,24,   8.8,24,  18.1, 999.9,   89.1*,  61.0*, 0.00G,999.9, 000000,
726580,14922, 19980906,   74.6,24,   67.0,24, 1012.7,24,  982.9,24,   7.3,24,   6.8,24,  15.0, 999.9,   82.9*,  70.0*, 0.00G,999.9, 110000,
726580,14922, 19980907,   66.4,24,   45.5,24, 1016.7,24,  986.6,23,   9.9,24,   9.0,24,  13.0,  18.1,   77.0*,  54.0*, 0.00G,999.9, 000000,
726580,14922, 19980908,   61.4,24,   44.0,24, 1020.1,24,  989.6,24,   9.9,24,   4.8,24,  12.0, 999.9,   70.0*,  50.0*, 0.00G,999.9, 000000,
726580,14922, 19980909,   62.5,24,   48.1,24, 1020.2,24,  989.8,24,   9.9,24,   7.3,24,  15.0,  20.0,   75.0*,  50.0*, 0.00G,999.9, 000000,
726580,14922, 19980910,   70.4,24,   51.8,24, 1014.9,24,  984.8,24,   9.9,24,  11.7,24,  15.9,  22.9,   90.0*,  59.0*, 0.00G,999.9, 000000,
726580,14922, 19980911,   75.6,24,   55.7,24, 1012.2,24,  982.4,24,   9.8,24,   9.4,24,  13.0, 999.9,   87.1*,  64.9*, 0.00G,999.9, 000000,
726580,14922, 19980912,   76.3,24,   65.1,24, 1011.9,24,  982.1,24,   8.8,24,   4.0,24,   8.9, 999.9,   88.0*,  68.0*, 0.00G,999.9, 000000,
726580,14922, 19980913,   78.0,24,   64.1,24, 1009.1,24,  979.4,24,   9.2,24,   6.2,24,  15.9,  20.0,   91.9*,  64.9*, 0.00G,999.9, 100000,
726580,14922, 19980914,   73.6,24,   63.5,24, 1007.9,24,  978.3,24,   9.8,24,   7.9,24,  17.1,  22.0,   87.1*,  64.4*, 0.00G,999.9, 000000,
726580,14922, 19980915,   69.7,24,   55.4,24, 1016.1,24,  986.1,24,   9.9,24,   8.0,24,  12.0,  15.9,   79.0*,  62.1*, 0.00G,999.9, 000000,
726580,14922, 19980916,   68.4,24,   53.4,24, 1020.5,24,  990.2,24,   9.9,24,   3.6,24,   8.0, 999.9,   86.0*,  52.0*, 0.00G,999.9, 000000,
726580,14922, 19980917,   71.9,24,   57.7,24, 1017.9,24,  987.7,24,   9.3,24,   5.4,24,  11.1,  15.9,   84.0*,  61.0*, 0.00G,999.9, 100000,
726580,14922, 19980918,   73.4,24,   59.1,24, 1013.5,24,  983.5,24,   9.4,24,   5.8,24,  12.0,  18.1,   88.0*,  62.1*, 0.00G,999.9, 000000,
726580,14922, 19980919,   78.9,24,   61.0,24, 1004.7,24,  975.2,24,   9.6,24,  11.9,24,  21.0,  28.0,   91.9*,  69.8*, 0.00G,999.9, 010010,
726580,14922, 19980920,   68.2,24,   56.9,24, 1006.6,24,  976.8,23,   9.6,24,   8.5,24,  17.1,  26.0,   75.9*,  59.0*, 0.57G,999.9, 110010,
726580,14922, 19980921,   54.7,24,   39.6,24, 1016.9,24,  986.4,24,   9.9,24,   9.5,24,  13.0,  20.0,   61.0*,  51.1*, 0.00G,999.9, 010000,
726580,14922, 19980922,   53.4,24,   38.0,24, 1022.6,24,  991.8,24,   9.9,24,   3.9,24,   8.0, 999.9,   66.0*,  39.0*, 0.00G,999.9, 000000,
726580,14922, 19980923,   54.8,24,   39.6,24, 1021.3,24,  990.6,24,   9.7,24,   7.6,24,  15.0, 999.9,   64.9*,  44.1*, 0.00G,999.9, 000000,
726580,14922, 19980924,   55.0,24,   51.5,24, 1013.1,24,  982.6,24,   6.4,24,   6.1,24,  12.0,  22.9,   71.1*,  48.0*, 0.30G,999.9, 110000,
726580,14922, 19980925,   68.0,24,   55.7,24, 1007.8,24,  977.7,24,   9.8,24,   6.6,24,  12.0, 999.9,   77.0*,  63.0*, 0.00G,999.9, 000000,
726580,14922, 19980926,   70.5,24,   65.1,24, 1003.4,24,  973.7,24,   5.2,24,   6.2,24,  15.0, 999.9,   75.9*,  64.9*, 0.20G,999.9, 110110,
726580,14922, 19980927,   65.1,24,   55.7,24, 1012.3,24,  982.2,24,   9.8,24,   7.2,24,  12.0, 999.9,   73.9*,  59.0*, 0.13G,999.9, 010000,
726580,14922, 19980928,   60.4,24,   48.7,24, 1015.9,24,  985.5,24,   9.4,24,   4.2,24,  12.0, 999.9,   77.0*,  46.0*, 0.02G,999.9, 100000,
726580,14922, 19980929,   68.0,24,   53.4,24, 1011.3,24,  981.3,24,   9.5,24,   6.9,24,  12.0, 999.9,   75.0*,  57.9*, 0.00G,999.9, 100000,
726580,14922, 19980930,   57.2,24,   45.6,24, 1014.3,24,  983.9,24,   9.0,24,   8.2,24,  20.0,  25.1,   69.1*,  51.1*, 0.00G,999.9, 110000,
726580,14922, 19981001,   48.4,24,   34.2,24, 1024.2,24,  993.1,23,   9.9,24,   7.0,24,  15.0,  16.9,   57.0*,  36.0*, 0.24G,999.9, 000000,
726580,14922, 19981002,   47.8,24,   34.8,24, 1022.3,24,  991.3,24,   9.9,24,   5.1,24,  11.1, 999.9,   54.0*,  41.0*, 0.00G,999.9, 000000,
726580,14922, 19981003,   50.6,24,   37.4,24, 1021.7,24,  990.9,24,   9.9,24,  10.2,24,  15.9, 999.9,   57.0*,  46.9*, 0.00G,999.9, 000000,
726580,14922, 19981004,   51.6,24,   42.9,24, 1021.1,24,  990.3,23,   9.9,24,  13.2,24,  28.0,  35.0,   57.0*,  48.0*, 0.00G,999.9, 000000,
726580,14922, 19981005,   55.9,24,   51.5,24, 1010.2,24,  979.7,24,   7.7,24,  16.5,24,  22.9,  33.0,   60.8*,  51.8*, 0.07G,999.9, 110000,
726580,14922, 19981006,   53.8,24,   48.7,24, 1008.1,24,  977.8,24,   9.9,24,   9.4,24,  13.0, 999.9,   61.0*,  50.0*, 0.07G,999.9, 010000,
726580,14922, 19981007,   51.6,24,   43.6,24, 1015.6,24,  984.9,24,   9.8,24,   8.8,24,  12.0,  15.0,   55.9*,  48.0*, 0.01G,999.9, 010000,
726580,14922, 19981008,   46.7,24,   38.4,24, 1024.7,24,  993.6,24,   8.7,24,   3.3,24,  10.1, 999.9,   61.0*,  33.8*, 0.00G,999.9, 100000,
726580,14922, 19981009,   54.2,24,   42.8,24, 1019.4,24,  988.6,24,   9.9,24,   9.2,24,  15.0, 999.9,   70.0*,  45.0*, 0.00G,999.9, 000000,
726580,14922, 19981010,   56.7,24,   46.8,24, 1017.4,24,  986.9,24,   9.4,24,   7.0,24,  14.0, 999.9,   72.0*,  46.0*, 0.00G,999.9, 000000,
726580,14922, 19981011,   59.3,24,   48.7,24, 1018.1,24,  987.6,24,   8.7,24,   9.6,24,  15.0, 999.9,   68.0*,  52.0*, 0.00G,999.9, 100000,
726580,14922, 19981012,   49.5,24,   38.7,24, 1019.1,24,  988.3,24,  10.0,24,  11.6,24,  15.9,  27.0,   64.0*,  44.1*, 0.03G,999.9, 010000,
726580,14922, 19981013,   42.1,24,   30.3,24, 1022.4,24,  991.2,24,   9.9,24,   7.7,24,  13.0,  15.9,   50.0*,  34.0*, 0.00G,999.9, 000000,
726580,14922, 19981014,   43.3,24,   34.9,24, 1019.6,24,  988.3,24,   9.9,24,   7.7,24,  19.0,  22.9,   53.1*,  33.1*, 0.00G,999.9, 010010,
726580,14922, 19981015,   50.4,24,   45.0,24, 1014.1,24,  983.3,24,   9.0,24,  11.1,24,  15.0, 999.9,   55.9*,  46.4*, 0.05G,999.9, 110010,
726580,14922, 19981016,   60.9,24,   57.2,24, 1010.8,24,  980.4,24,   4.6,24,   9.4,24,  18.1,  23.9,   64.4*,  55.9*, 0.18G,999.9, 110010,
726580,14922, 19981017,   63.8,24,   59.9,24, 1004.3,24,  974.4,24,   7.6,24,  10.6,24,  18.1,  22.9,   70.0*,  53.6*, 1.20G,999.9, 110010,
726580,14922, 19981018,   45.3,24,   38.0,24, 1010.4,24,  979.8,24,   9.6,24,  11.8,24,  17.1,  26.0,   53.1*,  42.1*, 0.09G,999.9, 010010,
726580,14922, 19981019,   48.0,24,   35.1,24, 1021.1,24,  990.1,24,   9.9,24,  10.1,24,  21.0,  29.9,   55.9*,  39.0*, 0.00G,999.9, 000000,
726580,14922, 19981020,   44.1,24,   31.3,24, 1026.7,24,  995.4,24,   9.7,24,   4.7,24,   9.9, 999.9,   55.9*,  30.0*, 0.00G,999.9, 100000,
726580,14922, 19981021,   47.7,24,   31.7,24, 1027.4,24,  996.3,24,   9.9,24,   6.3,24,  10.1, 999.9,   53.1*,  42.1*, 0.00G,999.9, 000000,
726580,14922, 19981022,   45.1,24,   33.7,24, 1032.1,24, 1000.7,24,   9.9,24,   5.0,24,  12.0, 999.9,   64.9*,  32.0*, 0.00G,999.9, 000000,
726580,14922, 19981023,   54.1,22,   39.7,22, 1025.9,22,  995.0,22,   9.9,22,   7.6,22,  15.0, 999.9,   69.8*,  45.3*, 0.00G,999.9, 000000,
726580,14922, 19981024,   56.7,24,   43.1,24, 1019.9,24,  989.1,24,   9.9,24,   9.0,24,  14.0, 999.9,   66.0*,  46.9*, 0.00G,999.9, 000000,
726580,14922, 19981025,   59.9,24,   50.3,24, 1017.7,24,  987.2,24,   9.9,24,   7.0,24,  11.1, 999.9,   68.0*,  54.0*, 0.00G,999.9, 000000,
726580,14922, 19981026,   53.0,24,   49.6,24, 1019.2,24,  988.4,23,   4.4,23,   1.8,24,   5.1, 999.9,   63.0*,  45.0*, 0.00D,999.9, 100000,
726580,14922, 19981027,   60.4,24,   55.5,24, 1016.0,24,  985.5,24,   4.8,24,   5.0,24,  11.1, 999.9,   66.9*,  55.9*, 0.30G,999.9, 110000,
726580,14922, 19981028,   53.2,24,   40.9,24, 1016.9,24,  986.2,24,   9.7,24,   5.2,24,   8.9, 999.9,   63.0*,  39.0*, 0.00G,999.9, 000000,
726580,14922, 19981029,   52.0,24,   44.0,24, 1010.9,24,  980.3,24,   8.4,24,  12.4,24,  17.1,  22.0,   57.0*,  48.2*, 0.18G,999.9, 110000,
726580,14922, 19981030,   51.1,24,   46.7,24, 1014.9,24,  984.5,21,   8.4,24,   9.5,24,  13.0, 999.9,   55.9*,  46.9*, 0.01G,999.9, 110000,
726580,14922, 19981031,   45.7,24,   37.5,24, 1025.8,24,  994.6,24,   9.9,24,   7.8,24,  12.0, 999.9,   48.9*,  44.1*, 0.00G,999.9, 000000,
726580,14922, 19981101,   46.7,24,   38.2,24, 1026.6,24,  995.6,18,   9.9,24,   6.7,24,  11.1, 999.9,   55.0*,  39.0*, 0.00G,999.9, 000000,
726580,14922, 19981102,   41.6,24,   31.2,24, 1025.9,24,  994.6,23,   9.9,24,  11.7,24,  14.0,  22.0,   50.0*,  36.0*, 0.00G,999.9, 000000,
726580,14922, 19981103,   35.9,24,   24.3,24, 1026.2,24,  994.7,23,   9.9,24,  10.9,24,  15.0,  15.9,   42.1*,  28.9*, 0.00G,999.9, 000000,
726580,14922, 19981104,   33.9,24,   21.5,24, 1027.8,24,  996.1,22,   9.9,24,   6.3,24,  11.1, 999.9,   39.9*,  30.9*, 0.00G,999.9, 000000,
726580,14922, 19981105,   29.4,24,   21.3,24, 1026.0,24,  994.3,24,   9.9,24,   4.5,24,   7.0, 999.9,   34.0*,  24.1*, 0.00G,999.9, 000000,
726580,14922, 19981106,   30.2,24,   19.6,24, 1026.9,24,  995.1,24,   9.9,24,   4.9,24,   8.0, 999.9,   32.0*,  28.0*, 0.00G,999.9, 000000,
726580,14922, 19981107,   31.3,24,   21.3,24, 1029.5,24,  997.7,24,   9.2,24,   3.3,24,   8.0, 999.9,   36.0*,  25.0*, 0.00G,999.9, 000000,
726580,14922, 19981108,   33.0,24,   28.3,24, 1026.3,24,  994.3,24,   4.1,24,   2.5,24,   7.0, 999.9,   36.0*,  30.2*, 0.01G,999.9, 101000,
726580,14922, 19981109,   36.8,24,   32.8,24, 1019.3,24,  987.8,24,   3.9,24,   8.6,24,  15.9,  18.1,   39.9*,  35.1*, 0.00D,999.9, 110000,
726580,14922, 19981110,   38.0,24,   36.0,24,  985.9,24,  955.5,24,   5.0,24,  13.2,24,  19.0,  27.0,   46.4*,  33.8*, 0.49G,999.9, 111000,
726580,14922, 19981111,   33.6,24,   22.6,24, 1006.0,24,  975.0,24,   9.7,24,  17.2,24,  25.1,  41.0,   37.9*,  28.4*, 0.67G,999.9, 110000,
726580,14922, 19981112,   29.3,24,   13.8,24, 1026.5,24,  994.8,24,   9.9,24,   6.8,24,  10.1, 999.9,   35.1*,  23.0*, 0.00G,999.9, 000000,
726580,14922, 19981113,   34.0,24,   25.1,24, 1019.5,24,  988.0,24,   8.5,24,   7.4,24,  13.0, 999.9,   43.0*,  27.0*, 0.00G,999.9, 000000,
726580,14922, 19981114,   40.1,24,   32.9,24, 1007.4,24,  976.5,23,   7.5,24,  10.2,24,  20.0,  23.9,   45.0*,  35.1*, 0.00G,999.9, 100000,
